# Disease: COVID-19	
# Date: 2021-03-03 22:03:06.428811	
Drug ID	Distance score
DB01285	3.22859
DB00820	3.23128
DB01296	3.24948
DB00286	3.2711
DB00158	3.27667
DB00343	3.27674
DB08827	3.28413
DB04573	3.28785
DB00643	3.3074
DB00890	3.32547
DB00559	3.32679
DB00188	3.32722
DB00554	3.3319
DB00855	3.33668
DB00665	3.33717
DB02300	3.35049
DB01225	3.35086
DB00894	3.35212
DB09078	3.35588
DB00569	3.36014
DB00215	3.36017
DB00269	3.36248
DB00389	3.37123
DB00888	3.38322
DB01014	3.38428
DB00109	3.38644
DB01397	3.39261
DB01077	3.39967
DB00795	3.4007
DB00710	3.40145
DB06813	3.40177
DB00717	3.41052
DB09080	3.41102
DB00636	3.42903
DB07615	3.45677
DB01609	3.46602
DB01218	3.46768
DB09269	3.46848
DB05013	3.47088
DB01269	3.47244
DB01050	3.48804
DB09026	3.49895
DB09039	3.50057
DB00148	3.50289
DB08904	3.50917
DB08894	3.51502
DB00356	3.51639
DB09034	3.52324
DB00179	3.53659
DB00995	3.53916
DB00744	3.54074
DB00163	3.54161
DB04575	3.56729
DB03796	3.56905
DB00882	3.5752
DB00347	3.58454
DB00969	3.58709
DB00757	3.58929
DB01677	3.59424
DB00624	3.59876
DB00367	3.60195
DB00369	3.60874
DB09559	3.61003
DB00010	3.62905
DB00783	3.63821
DB05578	3.64018
DB08816	3.64139
DB00278	3.64176
DB09257	3.64573
DB00707	3.66465
DB00982	3.6733
DB01133	3.68574
DB00304	3.70088
DB06674	3.70261
DB04871	3.70772
DB09107	3.7145
DB01091	3.71657
DB11363	3.72213
DB01406	3.72441
DB06335	3.72528
DB01032	3.73235
DB06713	3.73481
DB01185	3.73481
DB04953	3.74065
DB09030	3.7443
DB00200	3.74727
DB00539	3.77076
DB00861	3.78142
DB00309	3.78207
DB09074	3.78586
DB00972	3.78764
DB00227	3.78824
DB08871	3.78832
DB00007	3.79419
DB00400	3.79572
DB00115	3.79587
DB09213	3.80004
DB00328	3.81402
DB00709	3.8183
DB01076	3.82804
DB09343	3.8303
DB04272	3.83531
DB00470	3.84267
DB00012	3.84492
DB01599	3.84608
DB00459	3.84704
DB01259	3.84801
DB00712	3.85331
DB00481	3.85585
DB00426	3.85835
DB00255	3.86703
DB08907	3.86863
DB01129	3.87188
DB02110	3.87574
DB00294	3.87904
DB06710	3.88645
DB01009	3.88786
DB09037	3.88923
DB09035	3.89836
DB00884	3.89998
DB01223	3.91175
DB00331	3.91896
DB01395	3.92937
DB03934	3.93109
DB00602	3.94553
DB06603	3.94765
DB00146	3.95105
DB08860	3.9567
DB01241	3.96124
DB05679	3.96251
DB00254	3.97702
DB00642	3.97829
DB00957	3.97972
DB01012	3.97985
DB00377	3.98665
DB00016	3.98682
DB01143	3.98809
DB06282	3.99049
DB08916	3.99598
DB00858	3.9988
DB00749	3.99893
DB08873	4.00392
DB09256	4.02098
DB00762	4.021
DB00735	4.02697
DB00627	4.02795
DB01184	4.04099
DB01087	4.04759
DB06825	4.05305
DB01242	4.07425
DB00501	4.07576
DB05015	4.07639
DB06155	4.07874
DB01252	4.0788
DB00281	4.08609
DB01072	4.0877
DB00576	4.09262
DB00648	4.09566
DB00322	4.10151
DB01029	4.11575
DB00682	4.1268
DB00027	4.12758
DB00210	4.13141
DB00889	4.13531
DB01101	4.14174
DB00305	4.14709
DB13919	4.15178
DB00337	4.15407
DB00666	4.15877
DB00644	4.16631
DB00277	4.16883
DB06268	4.17284
DB01015	4.17545
DB06785	4.17773
DB05630	4.18839
DB00655	4.19769
DB02772	4.2053
DB08867	4.20537
DB00175	4.20732
DB01075	4.20942
DB08896	4.22405
DB00772	4.23807
ETIDRONATE DISODIUM	4.24122
DB06684	4.24286
DB08931	4.24405
DB00296	4.24834
DB00432	4.25291
DB08870	4.28017
DB00796	4.28249
DB00339	4.30461
DB06243	4.30559
DB00532	4.3059
DB00718	4.31369
DB01030	4.31458
DB13715	4.31904
DB00091	4.32425
DB01108	4.32783
DB06788	4.3288
DB01272	4.33698
DB09027	4.33965
GLUCAGON RECOMBINANT	4.34493
DB00184	4.34637
DB00544	4.35007
DB00437	4.35445
DB00476	4.37247
DB06413	4.3878
DB00661	4.39156
DB11560	4.40147
DB00808	4.40437
DB00262	4.41095
DB00344	4.41876
DB08910	4.42266
DB00736	4.42268
DB06636	4.42901
DB01392	4.43946
DB04930	4.46008
DB00845	4.46327
DB00580	4.46401
DB08918	4.46579
DB00398	4.47159
DB01156	4.47192
DB00441	4.4722
DB01263	4.47603
DB01167	4.47888
DB00877	4.48234
DB04397	4.48366
DB00425	4.48522
DB00984	4.4864
DB01039	4.50661
DB00169	4.5197
DB00379	4.52319
DB08874	4.53519
DB00675	4.5366
DB00448	4.54486
DB00678	4.54844
DB00213	4.55418
DB09031	4.55793
DB00500	4.57182
DB00570	4.57224
DB01250	4.5745
DB00198	4.58091
DB00203	4.58096
DB01211	4.58458
DB08932	4.58533
DB09072	4.59627
DB00848	4.61702
DB01042	4.63715
DB06718	4.63872
DB01103	4.64828
DB00520	4.6574
DB06292	4.68798
DB06589	4.68996
DB00338	4.71788
DB00621	4.72582
DB01412	4.73426
DB00552	4.73913
DB05088	4.74503
DB06782	4.76188
DB00126	4.77056
DB03793	4.78334
DB00464	4.7838
DB00399	4.80101
DB00745	4.80188
DB01264	4.8086
DB00336	4.80883
DB07768	4.81253
DB00966	4.81712
DB00513	4.81925
DB06817	4.83816
DB00976	4.83852
DB00017	4.85761
DB00301	4.86365
DB00495	4.86414
DB01261	4.8765
DB00973	4.88342
DB05246	4.90744
DB00698	4.90921
DB01324	4.91406
DB00290	4.91821
DB00428	4.92885
DB04665	4.93969
DB09276	4.94299
DB06168	4.94941
DB09079	4.94952
DB05829	4.95154
DB11365	4.9534
DB00472	4.95436
DB01138	4.95687
DB00787	4.97867
DB00524	4.98092
DB00911	5.00104
DB01120	5.0188
DB04920	5.03085
DB00380	5.03883
DB01436	5.03925
DB00945	5.04389
DB00323	5.05416
DB01279	5.05702
DB00026	5.05817
DB00297	5.0814
DB00992	5.08745
DB00672	5.08871
DB01271	5.09148
DB01206	5.0951
DB01420	5.11887
DB05488	5.13059
DB00604	5.14441
DB09221	5.14456
DB00102	5.15875
DB01098	5.17709
DB01168	5.1941
DB06594	5.21909
DB00423	5.22342
DB00943	5.22685
DB01017	5.23447
DB08828	5.24605
DB08909	5.25349
DB01289	5.27241
DB00206	5.27484
DB00605	5.31965
DB00350	5.32929
DB06791	5.34478
DB01016	5.34841
DB00005	5.34849
DB00879	5.35904
DB01273	5.36183
DB00731	5.36702
DB01124	5.38887
DB00912	5.40321
DB01586	5.40444
DB01254	5.40693
DB09110	5.41877
DB08901	5.4197
DB00523	5.43156
DB00564	5.43964
DB04574	5.44115
DB00374	5.44825
DB00977	5.45303
DB02701	5.46199
DB01275	5.47125
DB00104	5.49128
DB01002	5.5039
DB00234	5.50404
DB00382	5.51973
DB08900	5.52077
DB00573	5.52348
DB01198	5.55456
DB01191	5.56143
DB00770	5.56607
DB09046	5.56655
DB04942	5.58028
DB00165	5.5923
DB00199	5.61241
DB00412	5.61356
DB02659	5.61685
DB00194	5.62427
DB00512	5.62804
DB01671	5.63287
DB09099	5.65052
DB00851	5.67391
DB09279	5.68163
DB01041	5.69074
DB01268	5.69602
DB00755	5.69843
DB00455	5.70731
DB00850	5.71212
DB00063	5.73701
DB00601	5.74333
DB00110	5.7443
DB01070	5.74556
DB01393	5.7501
DB01046	5.75506
DB06663	5.76491
DB00108	5.76749
DB00082	5.77144
DB06777	5.78055
DB01062	5.78614
DB01326	5.78853
DB01440	5.79323
DB00159	5.79808
DB01276	5.81268
DB00087	5.81432
DB00266	5.81625
DB00419	5.81845
DB00869	5.82233
DB00414	5.83965
DB00759	5.84417
DB00207	5.84447
DB06290	5.85324
DB09302	5.85749
DB00683	5.85816
DB00480	5.8601
DB00541	5.86291
DB01033	5.86299
DB00949	5.86806
DB01179	5.8697
DB06616	5.8709
DB00112	5.88904
DB04878	5.89042
DB06655	5.89253
DB01626	5.89622
DB00700	5.89729
DB06643	5.90197
DB09303	5.90386
DB09568	5.90543
DB01251	5.91272
DB00883	5.91505
DB00633	5.92688
DB02546	5.93033
DB00111	5.95085
DB09083	5.95789
DB00285	5.96091
DB00422	5.96483
DB08934	5.97119
DB08889	5.97189
DB04876	5.9723
DB01294	5.97674
DB00987	5.97934
DB00445	5.98531
DB00928	5.98936
DB00631	5.99307
DB08895	5.99683
DB00191	5.99917
DB00085	6.00362
DB00584	6.01099
DB01122	6.01157
DB01073	6.01574
DB01144	6.01617
DB00242	6.01716
DB00914	6.01778
DB01247	6.01832
DB01382	6.02116
DB01319	6.04598
DB00041	6.04957
DB01132	6.05282
DB00072	6.05822
DB01229	6.05964
DB00491	6.05996
DB00095	6.06133
DB00385	6.07997
DB06700	6.08856
DB00056	6.09355
DB05039	6.09728
DB00004	6.09899
DB01053	6.0992
DB08804	6.0993
DB06372	6.10617
DB01105	6.10805
DB00002	6.10835
DB09292	6.10891
DB06283	6.11071
DB00863	6.1119
DB00693	6.11641
DB00733	6.11745
DB00078	6.12815
DB00284	6.13317
DB00054	6.13849
DB06176	6.17102
DB09146	6.17365
DB01746	6.1768
DB09290	6.17681
DB00830	6.18228
DB00937	6.19223
DB00222	6.19961
DB00139	6.21212
DB00921	6.21389
DB01024	6.22133
DB01067	6.2372
DB00839	6.24045
DB00703	6.24435
DB01255	6.24773
DB00074	6.25441
DB00904	6.25914
DB00619	6.26377
DB00740	6.26446
DB01280	6.26743
DB06701	6.26778
DB00947	6.27236
DB01429	6.27578
DB01227	6.2776
DB01031	6.28403
DB00545	6.2904
DB01240	6.29366
DB00590	6.3023
DB00177	6.30609
DB00529	6.31675
DB05676	6.3174
DB00956	6.31982
DB00595	6.33733
DB00862	6.34117
DB00989	6.34275
DB09068	6.34677
DB06772	6.34795
DB06201	6.3592
DB01592	6.36096
DB00780	6.3649
DB00494	6.37084
DB00626	6.38292
DB00819	6.38333
DB00836	6.38567
DB00810	6.38761
DB00395	6.38911
DB02703	6.39859
DB01018	6.42268
DB00579	6.44141
DB01233	6.44227
DB00865	6.44431
DB01228	6.44747
DB00209	6.45436
DB00230	6.45569
DB01367	6.4662
DB00688	6.47531
DB08877	6.47553
DB00577	6.47587
DB01080	6.47772
DB01141	6.48064
DB09052	6.48518
DB00038	6.49233
DB08912	6.49262
DB01165	6.49449
DB00435	6.49475
DB01086	6.51901
DB01020	6.51973
DB01104	6.52003
DB08984	6.52335
DB00970	6.52874
DB00514	6.52948
DB00059	6.53112
DB00515	6.53501
DB11100	6.55239
DB00073	6.56279
DB01248	6.56656
DB00023	6.58088
DB00133	6.58185
DB09112	6.59318
DB09166	6.60116
DB00166	6.60555
DB00550	6.60618
DB01036	6.60722
DB00526	6.60995
DB00275	6.61242
DB01109	6.63224
DB01114	6.63919
DB06204	6.64825
DB00918	6.65231
DB01591	6.66045
DB00813	6.66258
DB01137	6.6645
DB05521	6.66593
DB00827	6.66945
DB00907	6.67783
DB00107	6.67934
DB00806	6.68382
DB09118	6.68739
DB00975	6.69161
DB00728	6.70146
DB00818	6.70163
DB01189	6.7017
DB13449	6.70396
DB00674	6.7052
DB00585	6.7124
DB00160	6.71749
DB00440	6.71917
DB03894	6.72576
DB00214	6.73009
DB09517	6.75176
DB00232	6.75288
DB01044	6.75323
DB00876	6.75478
DB00691	6.75982
DB00090	6.76087
DB00402	6.76266
DB00518	6.76446
DB00730	6.7645
DB05332	6.76678
DB09331	6.77195
DB04844	6.77299
DB01236	6.77774
DB00310	6.77775
DB00958	6.78308
DB01320	6.78315
DB09499	6.78372
DB01194	6.78464
DB00497	6.78795
DB01155	6.79321
DB01262	6.79347
DB00190	6.79467
DB01437	6.79972
DB01656	6.8002
DB01026	6.80427
DB01744	6.80699
DB00900	6.81058
DB00349	6.81173
DB01577	6.8191
DB00829	6.82393
DB00537	6.82517
DB08806	6.84425
DB01173	6.84593
DB00978	6.85373
DB00302	6.85816
DB00774	6.86347
DB01327	6.87347
DB01202	6.8749
DB09272	6.87691
DB11575	6.87876
DB05016	6.88141
DB09045	6.88281
DB00607	6.89223
DB01183	6.89616
DB09265	6.89928
DB00289	6.90072
DB00794	6.90632
DB00647	6.91024
DB00454	6.91094
DB00333	6.91516
DB09258	6.91688
DB01161	6.91918
DB01208	6.92076
DB00645	6.92713
DB00651	6.92912
DB00493	6.93056
DB00189	6.93488
DB00686	6.93758
DB08885	6.93824
DB00260	6.94148
DB00371	6.94836
DB00475	6.95304
DB00327	6.95605
DB00880	6.95664
DB01107	6.96038
DB00849	6.96703
DB06650	6.97678
DB11362	6.98109
DB01786	6.98644
DB00348	6.99477
DB09043	7.00022
DB01088	7.00077
DB08935	7.0023
DB00318	7.01329
DB00252	7.01387
DB08822	7.01493
DB00137	7.02285
DB00646	7.02717
DB09564	7.02733
DB00553	7.03057
DB00775	7.03208
DB01212	7.03245
DB00088	7.0394
DB01589	7.03996
DB00492	7.04631
DB00727	7.04739
DB01400	7.05099
DB08820	7.0534
DB00807	7.05512
DB00404	7.06263
DB01277	7.06372
DB06720	7.06477
DB00292	7.07105
DB01390	7.08342
DB00391	7.08999
DB00316	7.09885
DB00542	7.10239
DB00979	7.10359
DB00053	7.10448
DB00407	7.10693
DB00649	7.11176
DB01307	7.11621
DB00997	7.11666
DB01328	7.12367
DB01113	7.13483
DB09122	7.13671
DB08872	7.14642
DB00999	7.155
DB01330	7.16934
DB01004	7.17145
DB00611	7.1758
DB08814	7.17875
DB00571	7.18477
DB01068	7.18479
DB01115	7.18542
DB04398	7.18945
DB00456	7.19393
DB00922	7.19481
DB01427	7.19864
DB09087	7.20496
DB00854	7.21451
DB00152	7.21972
DB03255	7.22732
DB01306	7.22803
DB00047	7.22835
DB00046	7.23621
DB01309	7.2484
DB01192	7.25705
DB00659	7.26003
DB01021	7.26242
DB06705	7.26567
DB00628	7.28146
DB00496	7.2878
DB00186	7.29238
DB00216	7.30408
DB00996	7.30679
DB00706	7.30798
DB01278	7.3103
DB00295	7.31571
DB00704	7.32043
DB04895	7.32228
DB00842	7.32728
DB01119	7.33194
DB00761	7.34241
DB00899	7.34681
DB00312	7.34693
DB00201	7.3478
DB00844	7.34986
DB09076	7.35027
DB06756	7.36202
DB00436	7.37113
DB00690	7.37405
DB06800	7.3757
DB00315	7.38039
DB00319	7.3813
DB00708	7.38426
DB00754	7.40359
DB01282	7.40759
DB01408	7.41538
DB00652	7.42161
DB01332	7.42176
DB00519	7.42246
DB04465	7.42672
DB00881	7.42691
DB01059	7.42989
DB01081	7.43879
DB00953	7.44544
DB00287	7.44981
DB06203	7.45071
DB11563	7.45138
DB01956	7.4584
DB01209	7.45892
DB01170	7.46337
DB01597	7.4634
DB01195	7.46592
DB00241	7.46621
DB01415	7.46724
DB00019	7.46807
DB00981	7.46847
DB00313	7.46853
DB01708	7.46888
DB00929	7.47288
DB00998	7.4764
DB00415	7.48011
DB00920	7.49035
DB00798	7.49395
DB00766	7.50091
DB00555	7.51445
DB00231	7.5154
DB00273	7.51731
DB01043	7.51931
DB00306	7.52698
DB00237	7.5272
DB01118	7.53484
DB00897	7.53623
DB00598	7.53626
DB00226	7.53688
DB00833	7.5402
DB00952	7.54655
DB00320	7.54834
DB01164	7.54872
DB01595	7.54945
DB01082	7.55671
DB05389	7.56017
DB01348	7.5658
DB00153	7.56972
DB00325	7.57082
DB01303	7.57116
DB00801	7.57382
DB00381	7.57391
DB06702	7.57787
DB09185	7.58
DB01340	7.58274
DB06774	7.58713
DB01588	7.59242
DB00629	7.60882
DB00171	7.64245
DB09038	7.64588
DB00898	7.64592
DB01083	7.6555
DB11582	7.65635
DB01433	7.66276
DB08882	7.66703
DB00746	7.66895
DB00178	7.67054
DB00578	7.673
DB00122	7.67415
DB01085	7.6743
DB00822	7.69814
DB00657	7.69893
DB01612	7.69955
DB01610	7.70698
DB00527	7.70801
DB09351	7.71712
DB00567	7.71859
DB02709	7.72372
DB09477	7.73057
DB00790	7.73102
DB00685	7.74795
DB00968	7.75379
DB01074	7.75542
DB01174	7.75822
DB00887	7.76902
DB01060	7.77853
DB00130	7.79761
DB00149	7.79876
DB00750	7.80429
DB06441	7.81367
DB01147	7.81593
DB00776	7.81986
DB00599	7.82628
DB05266	7.82638
DB00308	7.82679
DB09071	7.8346
DB01100	7.83536
DB00484	7.83607
DB00781	7.84538
DB00485	7.84612
DB00669	7.84965
DB00121	7.85211
DB01625	7.85681
DB00123	7.8591
DB00131	7.86509
DB00983	7.86537
DB04339	7.8694
DB00751	7.87305
DB00274	7.88057
DB00151	7.88237
DB09230	7.88372
DB00387	7.88516
DB00218	7.88593
DB01056	7.90475
DB00680	7.90775
DB01019	7.91031
DB00134	7.92115
DB00342	7.92172
DB01112	7.94881
DB00908	7.96382
DB09462	7.9668
DB00467	7.96878
DB00915	7.96995
DB00099	7.97036
DB00572	7.97461
DB00653	7.98424
DB00522	7.98809
DB01235	7.99676
DB00825	7.99896
DB01197	8.00585
DB00373	8.00716
DB00543	8.01
DB00927	8.01515
DB00187	8.01781
DB01333	8.0193
DB00695	8.02032
DB00030	8.02228
DB02893	8.02715
DB00713	8.02791
DB00843	8.0416
DB01598	8.04701
DB09330	8.0475
DB00816	8.04951
DB01352	8.05808
DB00722	8.06099
DB00654	8.06974
DB01351	8.0984
DB00535	8.10555
DB00384	8.10989
DB02032	8.11433
DB09555	8.12125
DB00909	8.12507
DB00167	8.13219
DB00270	8.14709
DB01023	8.16002
DB04948	8.16134
DB01353	8.16596
DB00438	8.17027
DB00393	8.17165
DB00421	8.17642
DB00905	8.1787
DB06210	8.21404
DB08826	8.21429
DB00594	8.22586
DB00261	8.2428
DB01349	8.25067
DB06691	8.25609
DB01025	8.26616
DB09401	8.26845
DB00747	8.27372
DB00548	8.27862
DB06207	8.27897
DB04861	8.27912
DB00401	8.28462
DB04299	8.28516
DB09552	8.28705
DB00364	8.29128
DB00864	8.29439
DB01140	8.30022
DB08795	8.31747
DB00714	8.32029
DB06637	8.33181
DB01413	8.34295
DB01244	8.3489
DB00040	8.35191
DB01000	8.35545
DB00418	8.35612
DB00637	8.36856
DB01409	8.36872
DB00671	8.36894
DB00589	8.37316
DB00388	8.37402
DB00248	8.37732
DB00360	8.37921
DB05461	8.39605
DB08897	8.40424
DB00103	8.40909
DB01257	8.40917
DB00204	8.42338
DB00583	8.42947
DB00035	8.42999
DB09282	8.43627
DB00721	8.44108
DB00723	8.44456
DB00280	8.44813
DB09235	8.45726
DB01049	8.45834
DB00696	8.46792
DB00940	8.46906
DB01203	8.47389
DB00413	8.5007
DB01200	8.52283
DB00243	8.52954
DB00346	8.54906
DB04899	8.55704
DB00114	8.56426
DB00924	8.57554
DB01186	8.5907
DB08903	8.6002
DB01375	8.60239
DB01221	8.60359
DB01237	8.60742
DB01162	8.61075
DB00575	8.61593
DB00181	8.61888
DB00903	8.63515
DB00048	8.63949
DB05294	8.64492
DB00988	8.64961
DB00622	8.65606
DB01346	8.65935
DB01764	8.66225
DB00954	8.66387
DB00962	8.66798
DB00335	8.67074
DB09245	8.67264
DB06216	8.6841
DB00332	8.6854
DB01035	8.69153
DB00765	8.69165
DB01356	8.69504
DB09069	8.69679
DB13766	8.7034
DB04855	8.70424
DB06237	8.70568
DB08980	8.70833
DB01369	8.72316
DB06692	8.72335
DB00195	8.72697
DB00235	8.73078
DB06366	8.75209
DB09085	8.75848
DB08162	8.76695
DB01190	8.77704
DB00211	8.78115
DB09205	8.78609
DB00868	8.79679
DB09345	8.7983
DB00477	8.81185
DB00205	8.82111
DB06480	8.82549
DB05381	8.83049
DB04896	8.84543
DB00408	8.85588
DB09244	8.8608
DB06148	8.86842
DB00067	8.86955
DB08815	8.87694
DB00831	8.87695
DB01579	8.88103
DB01411	8.88166
DB00128	8.88834
DB01177	8.89083
DB00321	8.89946
DB00536	8.90107
DB08167	8.91291
DB01204	8.92351
DB00668	8.93277
DB00874	8.93331
DB00233	8.93853
DB00245	8.93941
DB09229	8.954
DB01149	8.96147
DB01359	8.98767
DB00692	8.99297
DB06151	8.99891
DB00715	8.99904
DB01364	8.99956
DB01238	9.01346
DB00694	9.01412
DB04865	9.02269
DB05271	9.03375
DB00182	9.04231
DB11606	9.04366
DB00246	9.0507
DB00800	9.05948
DB00734	9.06399
DB00334	9.06553
DB01182	9.06848
DB00140	9.07854
DB00009	9.07931
DB00502	9.09214
DB08911	9.09498
DB06698	9.09896
DB00457	9.10905
DB09109	9.11501
DB00697	9.11573
DB06144	9.12961
DB01267	9.13225
DB00193	9.13234
DB00433	9.13632
DB00368	9.13828
DB01142	9.13906
DB00264	9.15318
DB00268	9.15799
DB00086	9.17173
DB01175	9.18589
DB06694	9.18728
DB00015	9.18889
DB01136	9.18918
DB05265	9.18926
DB00162	9.18997
DB01224	9.19314
DB06196	9.19451
DB00353	9.19917
DB00960	9.20384
DB00906	9.21476
DB04842	9.21821
DB00031	9.24422
DB04786	9.24662
DB00935	9.25234
DB00100	9.25402
DB09075	9.25435
DB01003	9.25873
DB00568	9.26156
DB00052	9.26828
DB09154	9.26834
DB01438	9.28044
DB00591	9.28444
DB09481	9.28644
DB00938	9.28711
DB00006	9.28726
DB06212	9.28786
DB01576	9.29254
DB04825	9.29331
DB06262	9.2941
DB00925	9.29422
DB04908	9.30102
DB02638	9.30305
DB01146	9.31603
DB09128	9.31786
DB00458	9.31887
DB00867	9.32054
DB00612	9.32071
DB00490	9.32623
DB00489	9.32984
DB01365	9.33453
DB00872	9.33548
DB00013	9.3472
DB04846	9.3531
DB00411	9.3707
DB06317	9.37231
DB00143	9.37443
DB00847	9.37464
DB01621	9.38039
DB01151	9.39431
DB00768	9.42607
DB09051	9.43043
DB06016	9.43088
DB06823	9.44613
DB00397	9.44919
DB09082	9.45646
DB00561	9.4597
DB00964	9.46432
DB00449	9.46768
DB00363	9.46912
DB00540	9.47253
DB01193	9.47816
DB08922	9.48076
DB01403	9.48466
DB00841	9.48993
DB00726	9.50134
DB09332	9.50193
DB09016	9.51041
DB00797	9.51194
DB09223	9.51315
DB00934	9.52879
DB09014	9.54228
DB01618	9.55242
DB01099	9.55576
DB00719	9.56104
DB09167	9.58269
DB00370	9.59262
DB01178	9.60514
DB00036	9.62945
DB09310	9.63142
DB00341	9.63742
DB01106	9.639
DB00145	9.66346
DB00967	9.69673
DB00521	9.7028
DB00933	9.70917
DB01001	9.71293
DB06288	9.72073
DB01063	9.73207
DB01069	9.73379
DB00125	9.74793
DB06764	9.77993
DB00623	9.78331
DB00656	9.8031
DB00679	9.81969
DB00852	9.82061
DB01064	9.8221
DB01176	9.8413
DB00875	9.86161
